match_id,avg_ohl_interest_7d
d0te6swsv2y99ywgugc2utbmc,5.468571428571429
d256yo3eng04m0fu7b4sl7wno,5.1657142857142855
d3pqkck2grzx98jg4sofhp8us,5.772857142857143
d4mn5ksbxuvnaww4pmommxhqs,7.812857142857143
d5htdqmc8w72upys41sfxhfkk,8.117142857142857
d65hmi7sq03yzr5he1k7ypus4,8.462857142857143
d700mwu32x772ns4veqq32yhg,5.895714285714285
d80mkemezkz16bqh6lbn8tlhw,7.291428571428571
d9pbl588401et3engzzakcfmc,6.624285714285713
dak40etbhbqsr1nxyt50qcg0k,2.788571428571429
dbqant2dfdnu9vplc4eqpn7dg,5.198571428571429
dcl81t8chgq07o8rw8orj5no4,5.01
de8wkd0re6d3g1j29g1ijwmqc,6.878571428571429
df8f3q4scni4n2rc4kvtfyvbo,7.038571428571428
dfui3aovgvfccasonp6w5ajh0,3.6142857142857143
dh2jinzfxkjr5uq2xcw047dw4,6.245714285714285
di0x0as1g324k0hoea1o5vvh0,4.342857142857143
disu0asmlgxkbrbsihhfkin84,3.8614285714285717
dkbsomyigazbberxvdmjq7wgk,2.0628571428571427
dlnn04m3bhefdkjof0qemprmc,4.859999999999999
dmcif0n7veawzigj8cd5bm904,4.548571428571429
dngvv4b04pq0170pqr3c73uvo,6.211428571428571
dojq6igk3d5ol4c78rkm0ugb8,5.862857142857143
dpjf3ys82e8ogok1huyfd64no,5.167142857142857
dqvzs325coup7j9iqyfcazmdw,3.9728571428571433
drhnleuu8ae9hudku3cehgb9w,2.5542857142857147
dt091ishr3km0wuuhiatev9xw,3.89
du1wib350joxeh5hdv9v8yihg,4.917142857142857
dvmreijz690fz4wcvl8yw1kic,3.915714285714286
dw8a4f7k9qt9iyxuuno9rvztg,4.064285714285715
dwztfp6va3lnxnao66y2odq8k,12.938571428571427
dyrd81lg1d8eb5ptsbq1tg6j8,11.377142857142855
e0cja3pwz23dl8uqycthu33f8,5.001428571428572
e0tuth9cc11wefswrzq1cjyms,3.69
3hphnm42ozcm1yye5nocz3ytw,3.1271428571428572
3kewmr690bhoid47mku9wfgno,6.098571428571428
3m8rcryxrola5kngcoiekflec,6.1257142857142854
3nrkjdhpc5zse1sdzt1onor2s,6.3342857142857145
3qd97tj5mca89c1m61vh5j190,4.7057142857142855
3rwouz4640n6ngfbwrwsqkp3o,5.961428571428571
3vk3btgbt7w7qy9hjp3f2934k,3.5671428571428576
3xm0jsg0h11z1i1y2zizqwhec,6.691428571428572
3yp7glzujzj8nc07qp0sd0kr8,5.492857142857143
41a3ppgub9bq2getrvndrmv4k,6.3999999999999995
42wgdmxzlcn9w08umkea3hpg4,4.444285714285714
44q48on0rpshsvmh6e94ls0es,7.362857142857142
4729fykixfyfwxlbno9zilq8k,10.459999999999999
48xc3lu3nk2jq8lu05jqrgfmc,3.2157142857142853
4bjgrdur7wdidfbs58xmjynf8,3.261428571428571
4derk4vitzrps5926w5dp7llg,5.99857142857143
4gbdx686w0jxnz4gpsualoa38,5.505714285714286
4i4bz7rnjs44z8bt8bnftavbo,4.795714285714285
4jf2cc3asaku8kfbswxuns4r8,5.289999999999999
4mbxzkhlc9edsor1s0fjsxses,3.6928571428571426
4oobcluwuns3xnlhy5m9m7sic,5.014285714285714
4q0z5ic8pjb74wozk4jt8clxw,12.08
4s3or8i47or8p70amtotvjlec,8.824285714285713
4vac5nncewvzj0ecddu81chsk,9.167142857142858
4w2seh9hm8htc71niexj6a7f8,4.5842857142857145
4yqzx2kle0xh8c6mbzui5ydjo,6.467142857142858
50ljuhsiuflgkyoqabj23q80k,6.384285714285714
539hjt08589esprrqk8xj09as,5.184285714285714
54bf3d7pni6yppljo5licwhsk,3.8357142857142854
57i6yyarvjpugxfcvu1v2fl04,6.435714285714285
98omfw1wagomo5aac4rpyhtlg,1.7957142857142858
99y91w7iktaif0z3bvu6lqtqs,4.0842857142857145
9bied5x123qpk7tpdx9t2fml0,2.6
9bwhkknuamvj2f60dtr3tdlas,5.568571428571429
9d4e9li8vmiuipt83qewm1hqs,4.361428571428571
9eb5kjsrfg1qyk71ynzx2pwd0,4.2457142857142856
9garbt9ourfmmy4uxcq3f84yc,5.005714285714285
9h3ot7q260j2zti5eotdzdij8,3.415714285714286
9hy1pqjwhk2xcdgbm7fqlfris,2.947142857142857
9j49kwr0mzxabprw5v0rfr3mc,2.218571428571429
5pcyhm34h5c948yji4oryevpw,5.105714285714286
5sue6595uizdrssh0wv22egpg,7.405714285714285
5wb56hj1k3gel6lkn5se3gqok,10.60714285714286
602pbgoexz07st4msln8fq0wk,4.885714285714286
61xmh1s2xtwsx4noo7sqj6k2c,7.047142857142858
65chj645tcu0gtoy18rdroyz8,8.165714285714285
695t6yuiyw8q7bjv9nnll1atw,2.86
6c8lz4vpdfl8yxo9kgokz9250,5.911428571428571
6e51m1j7b2y8ycmgv0h215c7o,6.801428571428569
